photo,age,pred,error
../dataset/morph/Album2/019066_0M67.JPG,"tensor(67, device='cuda:0')","tensor(52.4454, device='cuda:0')","tensor(14.5546, device='cuda:0')"
../dataset/morph/Album2/019066_1M68.JPG,"tensor(68, device='cuda:0')","tensor(49.9023, device='cuda:0')","tensor(18.0977, device='cuda:0')"
../dataset/morph/Album2/019066_5M69.JPG,"tensor(69, device='cuda:0')","tensor(55.9386, device='cuda:0')","tensor(13.0614, device='cuda:0')"
../dataset/morph/Album2/019066_08M70.JPG,"tensor(70, device='cuda:0')","tensor(52.0112, device='cuda:0')","tensor(17.9888, device='cuda:0')"
../dataset/morph/Album2/020490_1M67.JPG,"tensor(67, device='cuda:0')","tensor(55.2641, device='cuda:0')","tensor(11.7359, device='cuda:0')"
../dataset/morph/Album2/021896_0F63.JPG,"tensor(63, device='cuda:0')","tensor(57.8732, device='cuda:0')","tensor(5.1268, device='cuda:0')"
../dataset/morph/Album2/021896_2F64.JPG,"tensor(64, device='cuda:0')","tensor(56.2885, device='cuda:0')","tensor(7.7115, device='cuda:0')"
../dataset/morph/Album2/024973_1M60.JPG,"tensor(60, device='cuda:0')","tensor(56.1400, device='cuda:0')","tensor(3.8600, device='cuda:0')"
../dataset/morph/Album2/025561_0M60.JPG,"tensor(60, device='cuda:0')","tensor(51.6410, device='cuda:0')","tensor(8.3590, device='cuda:0')"
../dataset/morph/Album2/025561_1M60.JPG,"tensor(60, device='cuda:0')","tensor(50.5951, device='cuda:0')","tensor(9.4049, device='cuda:0')"
../dataset/morph/Album2/027017_2M61.JPG,"tensor(61, device='cuda:0')","tensor(51.6060, device='cuda:0')","tensor(9.3940, device='cuda:0')"
../dataset/morph/Album2/027288_3M60.JPG,"tensor(60, device='cuda:0')","tensor(55.2059, device='cuda:0')","tensor(4.7941, device='cuda:0')"
../dataset/morph/Album2/027324_1M64.JPG,"tensor(64, device='cuda:0')","tensor(58.9463, device='cuda:0')","tensor(5.0537, device='cuda:0')"
../dataset/morph/Album2/028189_0M63.JPG,"tensor(63, device='cuda:0')","tensor(56.2008, device='cuda:0')","tensor(6.7992, device='cuda:0')"
../dataset/morph/Album2/028644_1M61.JPG,"tensor(61, device='cuda:0')","tensor(54.6680, device='cuda:0')","tensor(6.3320, device='cuda:0')"
../dataset/morph/Album2/029485_0M56.JPG,"tensor(56, device='cuda:0')","tensor(49.9198, device='cuda:0')","tensor(6.0802, device='cuda:0')"
../dataset/morph/Album2/029908_1M58.JPG,"tensor(58, device='cuda:0')","tensor(54.0406, device='cuda:0')","tensor(3.9594, device='cuda:0')"
../dataset/morph/Album2/030101_2M58.JPG,"tensor(58, device='cuda:0')","tensor(52.8725, device='cuda:0')","tensor(5.1275, device='cuda:0')"
../dataset/morph/Album2/030104_1M65.JPG,"tensor(65, device='cuda:0')","tensor(57.0725, device='cuda:0')","tensor(7.9275, device='cuda:0')"
../dataset/morph/Album2/030316_3M59.JPG,"tensor(59, device='cuda:0')","tensor(55.3274, device='cuda:0')","tensor(3.6726, device='cuda:0')"
../dataset/morph/Album2/030583_0M59.JPG,"tensor(59, device='cuda:0')","tensor(54.6220, device='cuda:0')","tensor(4.3780, device='cuda:0')"
../dataset/morph/Album2/030583_03M62.JPG,"tensor(62, device='cuda:0')","tensor(53.0337, device='cuda:0')","tensor(8.9663, device='cuda:0')"
../dataset/morph/Album2/031153_0M54.JPG,"tensor(54, device='cuda:0')","tensor(45.6309, device='cuda:0')","tensor(8.3691, device='cuda:0')"
