photo,age,pred,error
../dataset/morph/Album2/009055_1M54.JPG,"tensor(54, device='cuda:0')","tensor(50.2148, device='cuda:0')","tensor(3.7852, device='cuda:0')"
../dataset/morph/Album2/019066_0M67.JPG,"tensor(67, device='cuda:0')","tensor(50.2697, device='cuda:0')","tensor(16.7303, device='cuda:0')"
../dataset/morph/Album2/019066_1M68.JPG,"tensor(68, device='cuda:0')","tensor(49.8735, device='cuda:0')","tensor(18.1265, device='cuda:0')"
../dataset/morph/Album2/019066_5M69.JPG,"tensor(69, device='cuda:0')","tensor(49.8456, device='cuda:0')","tensor(19.1544, device='cuda:0')"
../dataset/morph/Album2/019066_08M70.JPG,"tensor(70, device='cuda:0')","tensor(50.0070, device='cuda:0')","tensor(19.9930, device='cuda:0')"
../dataset/morph/Album2/020490_1M67.JPG,"tensor(67, device='cuda:0')","tensor(51.0791, device='cuda:0')","tensor(15.9209, device='cuda:0')"
../dataset/morph/Album2/021896_0F63.JPG,"tensor(63, device='cuda:0')","tensor(52.4409, device='cuda:0')","tensor(10.5591, device='cuda:0')"
../dataset/morph/Album2/021896_2F64.JPG,"tensor(64, device='cuda:0')","tensor(51.2993, device='cuda:0')","tensor(12.7007, device='cuda:0')"
../dataset/morph/Album2/024973_1M60.JPG,"tensor(60, device='cuda:0')","tensor(51.1011, device='cuda:0')","tensor(8.8989, device='cuda:0')"
../dataset/morph/Album2/025119_0M59.JPG,"tensor(59, device='cuda:0')","tensor(51.4798, device='cuda:0')","tensor(7.5202, device='cuda:0')"
../dataset/morph/Album2/025561_0M60.JPG,"tensor(60, device='cuda:0')","tensor(50.9596, device='cuda:0')","tensor(9.0404, device='cuda:0')"
../dataset/morph/Album2/025561_1M60.JPG,"tensor(60, device='cuda:0')","tensor(52.5165, device='cuda:0')","tensor(7.4835, device='cuda:0')"
../dataset/morph/Album2/027017_2M61.JPG,"tensor(61, device='cuda:0')","tensor(51.9457, device='cuda:0')","tensor(9.0543, device='cuda:0')"
../dataset/morph/Album2/027288_3M60.JPG,"tensor(60, device='cuda:0')","tensor(52.1400, device='cuda:0')","tensor(7.8600, device='cuda:0')"
../dataset/morph/Album2/027324_1M64.JPG,"tensor(64, device='cuda:0')","tensor(50.5798, device='cuda:0')","tensor(13.4202, device='cuda:0')"
../dataset/morph/Album2/027930_1M58.JPG,"tensor(58, device='cuda:0')","tensor(51.4091, device='cuda:0')","tensor(6.5909, device='cuda:0')"
../dataset/morph/Album2/028189_0M63.JPG,"tensor(63, device='cuda:0')","tensor(51.0106, device='cuda:0')","tensor(11.9894, device='cuda:0')"
../dataset/morph/Album2/028644_1M61.JPG,"tensor(61, device='cuda:0')","tensor(51.6859, device='cuda:0')","tensor(9.3141, device='cuda:0')"
../dataset/morph/Album2/029485_0M56.JPG,"tensor(56, device='cuda:0')","tensor(51.5896, device='cuda:0')","tensor(4.4104, device='cuda:0')"
../dataset/morph/Album2/029908_1M58.JPG,"tensor(58, device='cuda:0')","tensor(51.0314, device='cuda:0')","tensor(6.9686, device='cuda:0')"
../dataset/morph/Album2/030101_2M58.JPG,"tensor(58, device='cuda:0')","tensor(50.9899, device='cuda:0')","tensor(7.0101, device='cuda:0')"
../dataset/morph/Album2/030104_1M65.JPG,"tensor(65, device='cuda:0')","tensor(50.9526, device='cuda:0')","tensor(14.0474, device='cuda:0')"
../dataset/morph/Album2/030267_0M55.JPG,"tensor(55, device='cuda:0')","tensor(51.2517, device='cuda:0')","tensor(3.7483, device='cuda:0')"
../dataset/morph/Album2/030267_2M57.JPG,"tensor(57, device='cuda:0')","tensor(50.9355, device='cuda:0')","tensor(6.0645, device='cuda:0')"
../dataset/morph/Album2/030267_3M57.JPG,"tensor(57, device='cuda:0')","tensor(50.5384, device='cuda:0')","tensor(6.4616, device='cuda:0')"
../dataset/morph/Album2/030267_5M58.JPG,"tensor(58, device='cuda:0')","tensor(51.0232, device='cuda:0')","tensor(6.9768, device='cuda:0')"
../dataset/morph/Album2/030316_3M59.JPG,"tensor(59, device='cuda:0')","tensor(51.9201, device='cuda:0')","tensor(7.0799, device='cuda:0')"
../dataset/morph/Album2/030316_4M59.JPG,"tensor(59, device='cuda:0')","tensor(52.0206, device='cuda:0')","tensor(6.9794, device='cuda:0')"
../dataset/morph/Album2/030583_0M59.JPG,"tensor(59, device='cuda:0')","tensor(51.3488, device='cuda:0')","tensor(7.6512, device='cuda:0')"
../dataset/morph/Album2/030583_03M62.JPG,"tensor(62, device='cuda:0')","tensor(51.5336, device='cuda:0')","tensor(10.4664, device='cuda:0')"
../dataset/morph/Album2/031153_0M54.JPG,"tensor(54, device='cuda:0')","tensor(50.4578, device='cuda:0')","tensor(3.5422, device='cuda:0')"
../dataset/morph/Album2/031293_3M57.JPG,"tensor(57, device='cuda:0')","tensor(51.9118, device='cuda:0')","tensor(5.0882, device='cuda:0')"
../dataset/morph/Album2/031293_5M59.JPG,"tensor(59, device='cuda:0')","tensor(52.0628, device='cuda:0')","tensor(6.9372, device='cuda:0')"
../dataset/morph/Album2/031494_1M57.JPG,"tensor(57, device='cuda:0')","tensor(51.3340, device='cuda:0')","tensor(5.6660, device='cuda:0')"
../dataset/morph/Album2/031494_2M57.JPG,"tensor(57, device='cuda:0')","tensor(51.7243, device='cuda:0')","tensor(5.2757, device='cuda:0')"
../dataset/morph/Album2/031594_0M55.JPG,"tensor(55, device='cuda:0')","tensor(51.2514, device='cuda:0')","tensor(3.7486, device='cuda:0')"
../dataset/morph/Album2/031686_1M57.JPG,"tensor(57, device='cuda:0')","tensor(51.4767, device='cuda:0')","tensor(5.5233, device='cuda:0')"
../dataset/morph/Album2/031714_1M57.JPG,"tensor(57, device='cuda:0')","tensor(51.5736, device='cuda:0')","tensor(5.4264, device='cuda:0')"
../dataset/morph/Album2/032255_0M58.JPG,"tensor(58, device='cuda:0')","tensor(50.7541, device='cuda:0')","tensor(7.2459, device='cuda:0')"
../dataset/morph/Album2/032259_2M57.JPG,"tensor(57, device='cuda:0')","tensor(50.0874, device='cuda:0')","tensor(6.9126, device='cuda:0')"
../dataset/morph/Album2/032259_04M59.JPG,"tensor(59, device='cuda:0')","tensor(51.1303, device='cuda:0')","tensor(7.8697, device='cuda:0')"
../dataset/morph/Album2/032369_1M56.JPG,"tensor(56, device='cuda:0')","tensor(51.5193, device='cuda:0')","tensor(4.4807, device='cuda:0')"
../dataset/morph/Album2/032369_2M58.JPG,"tensor(58, device='cuda:0')","tensor(52.0145, device='cuda:0')","tensor(5.9855, device='cuda:0')"
../dataset/morph/Album2/032521_4M57.JPG,"tensor(57, device='cuda:0')","tensor(51.1862, device='cuda:0')","tensor(5.8138, device='cuda:0')"
../dataset/morph/Album2/032662_1M55.JPG,"tensor(55, device='cuda:0')","tensor(51.0434, device='cuda:0')","tensor(3.9566, device='cuda:0')"
../dataset/morph/Album2/032662_2M55.JPG,"tensor(55, device='cuda:0')","tensor(50.5968, device='cuda:0')","tensor(4.4032, device='cuda:0')"
../dataset/morph/Album2/032662_3M56.JPG,"tensor(56, device='cuda:0')","tensor(51.7044, device='cuda:0')","tensor(4.2956, device='cuda:0')"
../dataset/morph/Album2/032876_1M59.JPG,"tensor(59, device='cuda:0')","tensor(52.2588, device='cuda:0')","tensor(6.7412, device='cuda:0')"
../dataset/morph/Album2/033350_1M61.JPG,"tensor(61, device='cuda:0')","tensor(52.4871, device='cuda:0')","tensor(8.5129, device='cuda:0')"
../dataset/morph/Album2/033600_2F54.JPG,"tensor(54, device='cuda:0')","tensor(50.0234, device='cuda:0')","tensor(3.9766, device='cuda:0')"
../dataset/morph/Album2/033822_4M61.JPG,"tensor(61, device='cuda:0')","tensor(51.9532, device='cuda:0')","tensor(9.0468, device='cuda:0')"
../dataset/morph/Album2/033825_0M59.JPG,"tensor(59, device='cuda:0')","tensor(50.9354, device='cuda:0')","tensor(8.0646, device='cuda:0')"
../dataset/morph/Album2/034303_1M55.JPG,"tensor(55, device='cuda:0')","tensor(50.6213, device='cuda:0')","tensor(4.3787, device='cuda:0')"
../dataset/morph/Album2/034347_2M58.JPG,"tensor(58, device='cuda:0')","tensor(53.2643, device='cuda:0')","tensor(4.7357, device='cuda:0')"
../dataset/morph/Album2/034907_3M55.JPG,"tensor(55, device='cuda:0')","tensor(50.9771, device='cuda:0')","tensor(4.0229, device='cuda:0')"
../dataset/morph/Album2/034913_4M56.JPG,"tensor(56, device='cuda:0')","tensor(50.7250, device='cuda:0')","tensor(5.2750, device='cuda:0')"
../dataset/morph/Album2/035463_1M60.JPG,"tensor(60, device='cuda:0')","tensor(51.9274, device='cuda:0')","tensor(8.0726, device='cuda:0')"
../dataset/morph/Album2/035561_03M55.JPG,"tensor(55, device='cuda:0')","tensor(50.2306, device='cuda:0')","tensor(4.7694, device='cuda:0')"
../dataset/morph/Album2/035620_2M55.JPG,"tensor(55, device='cuda:0')","tensor(51.6337, device='cuda:0')","tensor(3.3663, device='cuda:0')"
../dataset/morph/Album2/035735_3M56.JPG,"tensor(56, device='cuda:0')","tensor(51.5567, device='cuda:0')","tensor(4.4433, device='cuda:0')"
../dataset/morph/Album2/035735_04M58.JPG,"tensor(58, device='cuda:0')","tensor(50.9380, device='cuda:0')","tensor(7.0620, device='cuda:0')"
../dataset/morph/Album2/036182_03M55.JPG,"tensor(55, device='cuda:0')","tensor(51.2802, device='cuda:0')","tensor(3.7198, device='cuda:0')"
../dataset/morph/Album2/037171_0M54.JPG,"tensor(54, device='cuda:0')","tensor(50.8686, device='cuda:0')","tensor(3.1314, device='cuda:0')"
../dataset/morph/Album2/037636_0M59.JPG,"tensor(59, device='cuda:0')","tensor(50.4888, device='cuda:0')","tensor(8.5112, device='cuda:0')"
