photo,age,pred,error
../dataset/morph/Album2/019066_0M67.JPG,"tensor(67, device='cuda:0')","tensor(53.7748, device='cuda:0')","tensor(13.2252, device='cuda:0')"
../dataset/morph/Album2/019066_1M68.JPG,"tensor(68, device='cuda:0')","tensor(51.1554, device='cuda:0')","tensor(16.8446, device='cuda:0')"
../dataset/morph/Album2/019066_5M69.JPG,"tensor(69, device='cuda:0')","tensor(55.0386, device='cuda:0')","tensor(13.9614, device='cuda:0')"
../dataset/morph/Album2/019066_08M70.JPG,"tensor(70, device='cuda:0')","tensor(48.6178, device='cuda:0')","tensor(21.3822, device='cuda:0')"
../dataset/morph/Album2/020490_1M67.JPG,"tensor(67, device='cuda:0')","tensor(55.1359, device='cuda:0')","tensor(11.8641, device='cuda:0')"
../dataset/morph/Album2/021896_0F63.JPG,"tensor(63, device='cuda:0')","tensor(56.6332, device='cuda:0')","tensor(6.3668, device='cuda:0')"
../dataset/morph/Album2/021896_2F64.JPG,"tensor(64, device='cuda:0')","tensor(57.4826, device='cuda:0')","tensor(6.5174, device='cuda:0')"
../dataset/morph/Album2/024973_1M60.JPG,"tensor(60, device='cuda:0')","tensor(55.4749, device='cuda:0')","tensor(4.5251, device='cuda:0')"
../dataset/morph/Album2/025561_0M60.JPG,"tensor(60, device='cuda:0')","tensor(51.2965, device='cuda:0')","tensor(8.7035, device='cuda:0')"
../dataset/morph/Album2/025561_1M60.JPG,"tensor(60, device='cuda:0')","tensor(49.9629, device='cuda:0')","tensor(10.0371, device='cuda:0')"
../dataset/morph/Album2/027017_2M61.JPG,"tensor(61, device='cuda:0')","tensor(53.0220, device='cuda:0')","tensor(7.9780, device='cuda:0')"
../dataset/morph/Album2/027288_3M60.JPG,"tensor(60, device='cuda:0')","tensor(55.5564, device='cuda:0')","tensor(4.4436, device='cuda:0')"
../dataset/morph/Album2/027324_1M64.JPG,"tensor(64, device='cuda:0')","tensor(59.5688, device='cuda:0')","tensor(4.4312, device='cuda:0')"
../dataset/morph/Album2/028189_0M63.JPG,"tensor(63, device='cuda:0')","tensor(59.6238, device='cuda:0')","tensor(3.3762, device='cuda:0')"
../dataset/morph/Album2/028644_1M61.JPG,"tensor(61, device='cuda:0')","tensor(57.2682, device='cuda:0')","tensor(3.7318, device='cuda:0')"
../dataset/morph/Album2/029485_0M56.JPG,"tensor(56, device='cuda:0')","tensor(51.1420, device='cuda:0')","tensor(4.8580, device='cuda:0')"
../dataset/morph/Album2/030101_2M58.JPG,"tensor(58, device='cuda:0')","tensor(51.4220, device='cuda:0')","tensor(6.5780, device='cuda:0')"
../dataset/morph/Album2/030104_1M65.JPG,"tensor(65, device='cuda:0')","tensor(54.7484, device='cuda:0')","tensor(10.2516, device='cuda:0')"
../dataset/morph/Album2/030316_3M59.JPG,"tensor(59, device='cuda:0')","tensor(54.6153, device='cuda:0')","tensor(4.3847, device='cuda:0')"
../dataset/morph/Album2/030583_0M59.JPG,"tensor(59, device='cuda:0')","tensor(54.5712, device='cuda:0')","tensor(4.4288, device='cuda:0')"
../dataset/morph/Album2/030583_03M62.JPG,"tensor(62, device='cuda:0')","tensor(53.6275, device='cuda:0')","tensor(8.3725, device='cuda:0')"
../dataset/morph/Album2/031153_0M54.JPG,"tensor(54, device='cuda:0')","tensor(44.1582, device='cuda:0')","tensor(9.8418, device='cuda:0')"
../dataset/morph/Album2/031293_5M59.JPG,"tensor(59, device='cuda:0')","tensor(55.6555, device='cuda:0')","tensor(3.3445, device='cuda:0')"
../dataset/morph/Album2/031494_1M57.JPG,"tensor(57, device='cuda:0')","tensor(53.7193, device='cuda:0')","tensor(3.2807, device='cuda:0')"
../dataset/morph/Album2/031594_0M55.JPG,"tensor(55, device='cuda:0')","tensor(48.2977, device='cuda:0')","tensor(6.7023, device='cuda:0')"
../dataset/morph/Album2/031686_1M57.JPG,"tensor(57, device='cuda:0')","tensor(44.8483, device='cuda:0')","tensor(12.1517, device='cuda:0')"
../dataset/morph/Album2/032259_2M57.JPG,"tensor(57, device='cuda:0')","tensor(51.8462, device='cuda:0')","tensor(5.1538, device='cuda:0')"
../dataset/morph/Album2/032259_04M59.JPG,"tensor(59, device='cuda:0')","tensor(46.4144, device='cuda:0')","tensor(12.5856, device='cuda:0')"
../dataset/morph/Album2/032369_1M56.JPG,"tensor(56, device='cuda:0')","tensor(51.9504, device='cuda:0')","tensor(4.0496, device='cuda:0')"
../dataset/morph/Album2/032369_2M58.JPG,"tensor(58, device='cuda:0')","tensor(54.1941, device='cuda:0')","tensor(3.8059, device='cuda:0')"
../dataset/morph/Album2/032662_1M55.JPG,"tensor(55, device='cuda:0')","tensor(51.5897, device='cuda:0')","tensor(3.4103, device='cuda:0')"
../dataset/morph/Album2/032662_3M56.JPG,"tensor(56, device='cuda:0')","tensor(50.1743, device='cuda:0')","tensor(5.8257, device='cuda:0')"
../dataset/morph/Album2/033350_1M61.JPG,"tensor(61, device='cuda:0')","tensor(53.7132, device='cuda:0')","tensor(7.2868, device='cuda:0')"
../dataset/morph/Album2/033600_2F54.JPG,"tensor(54, device='cuda:0')","tensor(49.6315, device='cuda:0')","tensor(4.3685, device='cuda:0')"
../dataset/morph/Album2/033822_4M61.JPG,"tensor(61, device='cuda:0')","tensor(54.3052, device='cuda:0')","tensor(6.6948, device='cuda:0')"
../dataset/morph/Album2/033825_0M59.JPG,"tensor(59, device='cuda:0')","tensor(52.8953, device='cuda:0')","tensor(6.1047, device='cuda:0')"
../dataset/morph/Album2/034303_1M55.JPG,"tensor(55, device='cuda:0')","tensor(51.9547, device='cuda:0')","tensor(3.0453, device='cuda:0')"
../dataset/morph/Album2/034347_2M58.JPG,"tensor(58, device='cuda:0')","tensor(53.7655, device='cuda:0')","tensor(4.2345, device='cuda:0')"
../dataset/morph/Album2/034913_2M54.JPG,"tensor(54, device='cuda:0')","tensor(50.5029, device='cuda:0')","tensor(3.4971, device='cuda:0')"
../dataset/morph/Album2/034913_4M56.JPG,"tensor(56, device='cuda:0')","tensor(49.7623, device='cuda:0')","tensor(6.2377, device='cuda:0')"
../dataset/morph/Album2/035400_1M53.JPG,"tensor(53, device='cuda:0')","tensor(49.6354, device='cuda:0')","tensor(3.3646, device='cuda:0')"
../dataset/morph/Album2/035620_2M55.JPG,"tensor(55, device='cuda:0')","tensor(60.2503, device='cuda:0')","tensor(5.2503, device='cuda:0')"
../dataset/morph/Album2/035838_1M52.JPG,"tensor(52, device='cuda:0')","tensor(47.9977, device='cuda:0')","tensor(4.0023, device='cuda:0')"
../dataset/morph/Album2/035838_2M52.JPG,"tensor(52, device='cuda:0')","tensor(46.2676, device='cuda:0')","tensor(5.7324, device='cuda:0')"
../dataset/morph/Album2/035838_3M52.JPG,"tensor(52, device='cuda:0')","tensor(48.0869, device='cuda:0')","tensor(3.9131, device='cuda:0')"
../dataset/morph/Album2/035838_8M53.JPG,"tensor(53, device='cuda:0')","tensor(44.9528, device='cuda:0')","tensor(8.0472, device='cuda:0')"
../dataset/morph/Album2/035838_14M53.JPG,"tensor(53, device='cuda:0')","tensor(44.8880, device='cuda:0')","tensor(8.1120, device='cuda:0')"
../dataset/morph/Album2/036127_0M52.JPG,"tensor(52, device='cuda:0')","tensor(55.6081, device='cuda:0')","tensor(3.6081, device='cuda:0')"
../dataset/morph/Album2/036182_03M55.JPG,"tensor(55, device='cuda:0')","tensor(51.5340, device='cuda:0')","tensor(3.4660, device='cuda:0')"
../dataset/morph/Album2/037636_0M59.JPG,"tensor(59, device='cuda:0')","tensor(52.6796, device='cuda:0')","tensor(6.3204, device='cuda:0')"
../dataset/morph/Album2/037747_1M50.JPG,"tensor(50, device='cuda:0')","tensor(44.2065, device='cuda:0')","tensor(5.7935, device='cuda:0')"
../dataset/morph/Album2/037954_02M52.JPG,"tensor(52, device='cuda:0')","tensor(47.2250, device='cuda:0')","tensor(4.7750, device='cuda:0')"
../dataset/morph/Album2/038059_1M51.JPG,"tensor(51, device='cuda:0')","tensor(47.6906, device='cuda:0')","tensor(3.3094, device='cuda:0')"
../dataset/morph/Album2/038126_8M53.JPG,"tensor(53, device='cuda:0')","tensor(48.8820, device='cuda:0')","tensor(4.1180, device='cuda:0')"
../dataset/morph/Album2/038292_1M54.JPG,"tensor(54, device='cuda:0')","tensor(49.8041, device='cuda:0')","tensor(4.1959, device='cuda:0')"
../dataset/morph/Album2/038317_2M51.JPG,"tensor(51, device='cuda:0')","tensor(47.0239, device='cuda:0')","tensor(3.9761, device='cuda:0')"
../dataset/morph/Album2/038317_4M51.JPG,"tensor(51, device='cuda:0')","tensor(43.7112, device='cuda:0')","tensor(7.2888, device='cuda:0')"
../dataset/morph/Album2/038331_2M51.JPG,"tensor(51, device='cuda:0')","tensor(44.6262, device='cuda:0')","tensor(6.3738, device='cuda:0')"
../dataset/morph/Album2/038339_0M51.JPG,"tensor(51, device='cuda:0')","tensor(45.0981, device='cuda:0')","tensor(5.9019, device='cuda:0')"
../dataset/morph/Album2/038562_1M54.JPG,"tensor(54, device='cuda:0')","tensor(50.1008, device='cuda:0')","tensor(3.8992, device='cuda:0')"
../dataset/morph/Album2/038562_2M54.JPG,"tensor(54, device='cuda:0')","tensor(46.0709, device='cuda:0')","tensor(7.9291, device='cuda:0')"
../dataset/morph/Album2/038836_0M52.JPG,"tensor(52, device='cuda:0')","tensor(48.5201, device='cuda:0')","tensor(3.4799, device='cuda:0')"
../dataset/morph/Album2/039260_1M54.JPG,"tensor(54, device='cuda:0')","tensor(47.2289, device='cuda:0')","tensor(6.7711, device='cuda:0')"
../dataset/morph/Album2/039519_5M58.JPG,"tensor(58, device='cuda:0')","tensor(54.7181, device='cuda:0')","tensor(3.2819, device='cuda:0')"
../dataset/morph/Album2/039609_1M51.JPG,"tensor(51, device='cuda:0')","tensor(44.1457, device='cuda:0')","tensor(6.8543, device='cuda:0')"
../dataset/morph/Album2/039661_1F59.JPG,"tensor(59, device='cuda:0')","tensor(50.5689, device='cuda:0')","tensor(8.4311, device='cuda:0')"
../dataset/morph/Album2/039835_3F51.JPG,"tensor(51, device='cuda:0')","tensor(46.0607, device='cuda:0')","tensor(4.9393, device='cuda:0')"
../dataset/morph/Album2/039835_4F52.JPG,"tensor(52, device='cuda:0')","tensor(45.1731, device='cuda:0')","tensor(6.8269, device='cuda:0')"
../dataset/morph/Album2/040025_2M53.JPG,"tensor(53, device='cuda:0')","tensor(48.3051, device='cuda:0')","tensor(4.6949, device='cuda:0')"
../dataset/morph/Album2/040025_03M54.JPG,"tensor(54, device='cuda:0')","tensor(50.8765, device='cuda:0')","tensor(3.1235, device='cuda:0')"
../dataset/morph/Album2/040054_0M50.JPG,"tensor(50, device='cuda:0')","tensor(53.4454, device='cuda:0')","tensor(3.4454, device='cuda:0')"
../dataset/morph/Album2/040087_1M63.JPG,"tensor(63, device='cuda:0')","tensor(51.8877, device='cuda:0')","tensor(11.1123, device='cuda:0')"
../dataset/morph/Album2/040103_1M54.JPG,"tensor(54, device='cuda:0')","tensor(49.4033, device='cuda:0')","tensor(4.5967, device='cuda:0')"
../dataset/morph/Album2/040198_7F49.JPG,"tensor(49, device='cuda:0')","tensor(45.1081, device='cuda:0')","tensor(3.8919, device='cuda:0')"
../dataset/morph/Album2/040685_06M52.JPG,"tensor(52, device='cuda:0')","tensor(48.0678, device='cuda:0')","tensor(3.9322, device='cuda:0')"
../dataset/morph/Album2/040810_0M51.JPG,"tensor(51, device='cuda:0')","tensor(46.2593, device='cuda:0')","tensor(4.7407, device='cuda:0')"
../dataset/morph/Album2/040932_1M51.JPG,"tensor(51, device='cuda:0')","tensor(55.0173, device='cuda:0')","tensor(4.0173, device='cuda:0')"
../dataset/morph/Album2/041002_1F53.JPG,"tensor(53, device='cuda:0')","tensor(47.6727, device='cuda:0')","tensor(5.3273, device='cuda:0')"
../dataset/morph/Album2/041707_3M54.JPG,"tensor(54, device='cuda:0')","tensor(49.3961, device='cuda:0')","tensor(4.6039, device='cuda:0')"
../dataset/morph/Album2/041813_1M51.JPG,"tensor(51, device='cuda:0')","tensor(44.9895, device='cuda:0')","tensor(6.0105, device='cuda:0')"
../dataset/morph/Album2/041998_2M49.JPG,"tensor(49, device='cuda:0')","tensor(54.7198, device='cuda:0')","tensor(5.7198, device='cuda:0')"
../dataset/morph/Album2/042300_0M47.JPG,"tensor(47, device='cuda:0')","tensor(41.0287, device='cuda:0')","tensor(5.9713, device='cuda:0')"
../dataset/morph/Album2/042425_0M52.JPG,"tensor(52, device='cuda:0')","tensor(46.2368, device='cuda:0')","tensor(5.7632, device='cuda:0')"
../dataset/morph/Album2/042432_1M53.JPG,"tensor(53, device='cuda:0')","tensor(46.9212, device='cuda:0')","tensor(6.0788, device='cuda:0')"
../dataset/morph/Album2/042647_0M48.JPG,"tensor(48, device='cuda:0')","tensor(43.1068, device='cuda:0')","tensor(4.8932, device='cuda:0')"
../dataset/morph/Album2/042667_2F51.JPG,"tensor(51, device='cuda:0')","tensor(42.4458, device='cuda:0')","tensor(8.5542, device='cuda:0')"
../dataset/morph/Album2/042667_3F51.JPG,"tensor(51, device='cuda:0')","tensor(42.7067, device='cuda:0')","tensor(8.2933, device='cuda:0')"
../dataset/morph/Album2/043289_0M52.JPG,"tensor(52, device='cuda:0')","tensor(47.7225, device='cuda:0')","tensor(4.2775, device='cuda:0')"
../dataset/morph/Album2/043289_11M54.JPG,"tensor(54, device='cuda:0')","tensor(50.1441, device='cuda:0')","tensor(3.8559, device='cuda:0')"
../dataset/morph/Album2/043289_12M54.JPG,"tensor(54, device='cuda:0')","tensor(47.4510, device='cuda:0')","tensor(6.5490, device='cuda:0')"
../dataset/morph/Album2/043296_3M38.JPG,"tensor(38, device='cuda:0')","tensor(50.3111, device='cuda:0')","tensor(12.3111, device='cuda:0')"
../dataset/morph/Album2/044242_1M47.JPG,"tensor(47, device='cuda:0')","tensor(52.0588, device='cuda:0')","tensor(5.0588, device='cuda:0')"
