photo,age,pred,error
../dataset/megaage_asian/test/149.jpg,5,8.793628692626953,3.793628692626953
../dataset/megaage_asian/test/152.jpg,11,6.267167091369629,4.732832908630371
../dataset/megaage_asian/test/157.jpg,9,5.587334156036377,3.412665843963623
../dataset/megaage_asian/test/158.jpg,7,10.573389053344727,3.5733890533447266
../dataset/megaage_asian/test/165.jpg,12,8.717642784118652,3.2823572158813477
../dataset/megaage_asian/test/166.jpg,9,4.400121212005615,4.599878787994385
../dataset/megaage_asian/test/170.jpg,6,12.66510009765625,6.66510009765625
../dataset/megaage_asian/test/171.jpg,9,5.53700065612793,3.4629993438720703
../dataset/megaage_asian/test/172.jpg,9,5.362125396728516,3.6378746032714844
../dataset/megaage_asian/test/174.jpg,13,9.951741218566895,3.0482587814331055
../dataset/megaage_asian/test/177.jpg,10,5.550765037536621,4.449234962463379
../dataset/megaage_asian/test/184.jpg,6,2.2948415279388428,3.7051584720611572
../dataset/megaage_asian/test/186.jpg,7,10.911745071411133,3.911745071411133
../dataset/megaage_asian/test/188.jpg,11,18.15324592590332,7.15324592590332
../dataset/megaage_asian/test/190.jpg,7,14.301198959350586,7.301198959350586
../dataset/megaage_asian/test/192.jpg,6,2.3895552158355713,3.6104447841644287
../dataset/megaage_asian/test/194.jpg,8,4.836157321929932,3.1638426780700684
../dataset/megaage_asian/test/195.jpg,7,13.933526992797852,6.933526992797852
../dataset/megaage_asian/test/197.jpg,13,5.070662021636963,7.929337978363037
../dataset/megaage_asian/test/198.jpg,10,1.7484335899353027,8.251565933227539
../dataset/megaage_asian/test/200.jpg,6,14.208904266357422,8.208904266357422
../dataset/megaage_asian/test/201.jpg,11,15.068546295166016,4.068546295166016
../dataset/megaage_asian/test/202.jpg,6,2.312425374984741,3.687574625015259
../dataset/megaage_asian/test/206.jpg,9,1.4023096561431885,7.597690582275391
../dataset/megaage_asian/test/209.jpg,12,5.047855377197266,6.952144622802734
../dataset/megaage_asian/test/210.jpg,13,7.908038139343262,5.091961860656738
../dataset/megaage_asian/test/214.jpg,7,10.171090126037598,3.1710901260375977
../dataset/megaage_asian/test/215.jpg,13,16.539682388305664,3.539682388305664
../dataset/megaage_asian/test/216.jpg,11,15.009162902832031,4.009162902832031
../dataset/megaage_asian/test/217.jpg,9,12.145578384399414,3.145578384399414
../dataset/megaage_asian/test/220.jpg,7,16.56007957458496,9.560079574584961
../dataset/megaage_asian/test/230.jpg,10,4.345712661743164,5.654287338256836
../dataset/megaage_asian/test/231.jpg,11,15.254253387451172,4.254253387451172
../dataset/megaage_asian/test/236.jpg,10,6.807015895843506,3.192984104156494
../dataset/megaage_asian/test/238.jpg,12,7.729732513427734,4.270267486572266
