photo,age,pred,error
../dataset/megaage_asian/test/129.jpg,1,7.534367561340332,6.534367561340332
../dataset/megaage_asian/test/135.jpg,1,4.753640651702881,3.753640651702881
../dataset/megaage_asian/test/145.jpg,11,7.979457378387451,3.020542621612549
../dataset/megaage_asian/test/146.jpg,10,5.12506628036499,4.87493371963501
../dataset/megaage_asian/test/148.jpg,6,9.309144973754883,3.309144973754883
../dataset/megaage_asian/test/152.jpg,11,6.5108513832092285,4.4891486167907715
../dataset/megaage_asian/test/156.jpg,10,5.194148063659668,4.805851936340332
../dataset/megaage_asian/test/161.jpg,9,5.93627405166626,3.0637259483337402
../dataset/megaage_asian/test/162.jpg,10,6.569575309753418,3.430424690246582
../dataset/megaage_asian/test/164.jpg,8,3.6307590007781982,4.369240760803223
../dataset/megaage_asian/test/165.jpg,12,5.878231525421143,6.121768474578857
../dataset/megaage_asian/test/166.jpg,9,3.9232287406921387,5.076771259307861
../dataset/megaage_asian/test/168.jpg,9,5.754745960235596,3.2452540397644043
../dataset/megaage_asian/test/169.jpg,9,5.680015563964844,3.3199844360351562
../dataset/megaage_asian/test/171.jpg,9,2.653054714202881,6.346945285797119
../dataset/megaage_asian/test/172.jpg,9,4.465487003326416,4.534512996673584
../dataset/megaage_asian/test/173.jpg,6,2.667729139328003,3.332270860671997
../dataset/megaage_asian/test/174.jpg,13,4.249092102050781,8.750907897949219
../dataset/megaage_asian/test/175.jpg,13,8.957983016967773,4.042016983032227
../dataset/megaage_asian/test/177.jpg,10,2.7849647998809814,7.215035438537598
../dataset/megaage_asian/test/178.jpg,9,5.433623313903809,3.5663766860961914
../dataset/megaage_asian/test/183.jpg,9,5.800026893615723,3.1999731063842773
../dataset/megaage_asian/test/184.jpg,6,2.9022607803344727,3.0977392196655273
../dataset/megaage_asian/test/186.jpg,7,15.828803062438965,8.828803062438965
../dataset/megaage_asian/test/188.jpg,11,14.630349159240723,3.6303491592407227
../dataset/megaage_asian/test/192.jpg,6,20.859291076660156,14.859291076660156
../dataset/megaage_asian/test/197.jpg,13,5.537769794464111,7.462230205535889
../dataset/megaage_asian/test/198.jpg,10,2.4819133281707764,7.5180864334106445
../dataset/megaage_asian/test/201.jpg,11,14.267509460449219,3.2675094604492188
../dataset/megaage_asian/test/202.jpg,6,2.485175371170044,3.514824628829956
../dataset/megaage_asian/test/203.jpg,10,6.749964237213135,3.2500357627868652
../dataset/megaage_asian/test/206.jpg,9,3.3037078380584717,5.696291923522949
../dataset/megaage_asian/test/208.jpg,8,4.977086067199707,3.022913932800293
../dataset/megaage_asian/test/209.jpg,12,2.4299826622009277,9.570016860961914
../dataset/megaage_asian/test/215.jpg,13,17.66682243347168,4.66682243347168
../dataset/megaage_asian/test/219.jpg,14,22.16364860534668,8.16364860534668
../dataset/megaage_asian/test/220.jpg,7,10.845626831054688,3.8456268310546875
../dataset/megaage_asian/test/225.jpg,11,16.223217010498047,5.223217010498047
../dataset/megaage_asian/test/227.jpg,12,7.90206241607666,4.09793758392334
../dataset/megaage_asian/test/228.jpg,7,3.699904680252075,3.300095319747925
../dataset/megaage_asian/test/230.jpg,10,6.149508953094482,3.8504910469055176
../dataset/megaage_asian/test/231.jpg,11,14.411962509155273,3.4119625091552734
../dataset/megaage_asian/test/233.jpg,11,6.1995158195495605,4.8004841804504395
