photo,age,pred,error
../dataset/megaage_asian/test/1.jpg,"tensor(1, device='cuda:0')","tensor(52.5509, device='cuda:0')","tensor(51.5509, device='cuda:0')"
../dataset/megaage_asian/test/2.jpg,"tensor(1, device='cuda:0')","tensor(52.3711, device='cuda:0')","tensor(51.3711, device='cuda:0')"
../dataset/megaage_asian/test/3.jpg,"tensor(2, device='cuda:0')","tensor(52.4005, device='cuda:0')","tensor(50.4005, device='cuda:0')"
../dataset/megaage_asian/test/4.jpg,"tensor(1, device='cuda:0')","tensor(53.4547, device='cuda:0')","tensor(52.4547, device='cuda:0')"
../dataset/megaage_asian/test/5.jpg,"tensor(1, device='cuda:0')","tensor(50.6070, device='cuda:0')","tensor(49.6070, device='cuda:0')"
../dataset/megaage_asian/test/6.jpg,"tensor(1, device='cuda:0')","tensor(50.9058, device='cuda:0')","tensor(49.9058, device='cuda:0')"
../dataset/megaage_asian/test/7.jpg,"tensor(1, device='cuda:0')","tensor(51.5613, device='cuda:0')","tensor(50.5613, device='cuda:0')"
../dataset/megaage_asian/test/8.jpg,"tensor(1, device='cuda:0')","tensor(52.6090, device='cuda:0')","tensor(51.6090, device='cuda:0')"
../dataset/megaage_asian/test/9.jpg,"tensor(1, device='cuda:0')","tensor(52.4321, device='cuda:0')","tensor(51.4321, device='cuda:0')"
../dataset/megaage_asian/test/10.jpg,"tensor(1, device='cuda:0')","tensor(51.3983, device='cuda:0')","tensor(50.3983, device='cuda:0')"
../dataset/megaage_asian/test/11.jpg,"tensor(1, device='cuda:0')","tensor(52.0957, device='cuda:0')","tensor(51.0957, device='cuda:0')"
../dataset/megaage_asian/test/12.jpg,"tensor(1, device='cuda:0')","tensor(52.1325, device='cuda:0')","tensor(51.1325, device='cuda:0')"
../dataset/megaage_asian/test/13.jpg,"tensor(1, device='cuda:0')","tensor(52.3788, device='cuda:0')","tensor(51.3788, device='cuda:0')"
../dataset/megaage_asian/test/14.jpg,"tensor(1, device='cuda:0')","tensor(51.5027, device='cuda:0')","tensor(50.5027, device='cuda:0')"
../dataset/megaage_asian/test/15.jpg,"tensor(1, device='cuda:0')","tensor(52.0656, device='cuda:0')","tensor(51.0656, device='cuda:0')"
../dataset/megaage_asian/test/16.jpg,"tensor(1, device='cuda:0')","tensor(52.9419, device='cuda:0')","tensor(51.9419, device='cuda:0')"
../dataset/megaage_asian/test/17.jpg,"tensor(1, device='cuda:0')","tensor(52.3884, device='cuda:0')","tensor(51.3884, device='cuda:0')"
../dataset/megaage_asian/test/18.jpg,"tensor(1, device='cuda:0')","tensor(53.4779, device='cuda:0')","tensor(52.4779, device='cuda:0')"
../dataset/megaage_asian/test/19.jpg,"tensor(1, device='cuda:0')","tensor(53.3863, device='cuda:0')","tensor(52.3863, device='cuda:0')"
